Order ID,Restaurant Name,Location,Order Time,Delivery Time,Delivery Duration (min),Pizza Size,Pizza Type,Toppings Count,Distance (km),Traffic Level,Payment Method,Is Peak Hour,Is Weekend,Topping Density,Order Month,Payment Category,Estimated Duration (min),Delay (min),Is Delayed,Traffic Impact,Order Hour
ORD270,Little Caesars,"Chicago, IL",13-09-2024 18:45,13-09-2024 19:05,20,Small,Vegan,1,2.5,Low,UPI,TRUE,FALSE,0.4,September,Online,6,14,FALSE,1,18
ORD271,Marco's Pizza,"Miami, FL",14-09-2024 19:00,14-09-2024 19:50,50,Large,Non-Veg,4,10,High,Cash,TRUE,TRUE,0.4,September,Offline,24,26,TRUE,3,19
ORD272,Domino's,"Denver, CO",15-09-2024 20:00,15-09-2024 20:35,35,Medium,Veg,3,5.5,Medium,Card,TRUE,TRUE,0.545454545,September,Online,13.2,21.8,TRUE,2,20
ORD273,Papa John's,"Boston, MA",16-09-2024 18:30,16-09-2024 18:50,20,Small,Vegan,2,2,Low,Wallet,TRUE,FALSE,1,September,Online,4.8,15.2,FALSE,1,18
ORD274,Pizza Hut,"Dallas, TX",17-09-2024 19:45,17-09-2024 20:25,40,XL,Cheese Burst,5,7.5,High,UPI,TRUE,FALSE,0.666666667,September,Online,18,22,TRUE,3,19
ORD275,Little Caesars,"Los Angeles, CA",18-09-2024 18:00,18-09-2024 18:30,30,Medium,Non-Veg,3,4,Medium,Cash,TRUE,FALSE,0.75,September,Offline,9.6,20.4,FALSE,2,18
ORD276,Marco's Pizza,"New York, NY",19-09-2024 20:15,19-09-2024 21:00,45,Large,Veg,4,9,High,Card,TRUE,FALSE,0.444444444,September,Online,21.6,23.4,TRUE,3,20
ORD278,Domino's,"New York, NY",15-09-2024 18:45,15-09-2024 19:10,25,Large,Veg,3,5,High,Domino's Cash,TRUE,TRUE,0.6,September,Offline,12,13,FALSE,3,18
ORD279,Pizza Hut,"Los Angeles, CA",16-09-2024 20:00,16-09-2024 20:30,30,XL,Cheese Burst,5,6.5,Medium,Card,TRUE,FALSE,0.769230769,September,Online,15.6,14.4,FALSE,2,20
ORD280,Papa John's,"Chicago, IL",17-09-2024 19:15,17-09-2024 19:35,20,Medium,Non-Veg,4,4,Low,UPI,TRUE,FALSE,1,September,Online,9.6,10.4,FALSE,1,19
ORD281,Little Caesars,"Houston, TX",18-09-2024 18:30,18-09-2024 19:05,35,Small,Vegan,2,7.5,High,Wallet,TRUE,FALSE,0.266666667,September,Online,18,17,TRUE,3,18
ORD282,Marco's Pizza,"Phoenix, AZ",19-09-2024 13:00,19-09-2024 13:20,20,Medium,Non-Veg,3,3.5,Low,Card,FALSE,FALSE,0.857142857,September,Online,8.4,11.6,FALSE,1,13
ORD283,Domino's,"Miami, FL",20-09-2024 18:45,20-09-2024 19:15,30,Large,Veg,4,6,Medium,Domino's Cash,TRUE,FALSE,0.666666667,September,Offline,14.4,15.6,FALSE,2,18
ORD284,Pizza Hut,"Denver, CO",21-09-2024 20:15,21-09-2024 20:40,25,XL,Cheese Burst,5,5,Low,UPI,TRUE,TRUE,1,September,Online,12,13,FALSE,1,20
ORD285,Papa John's,"Boston, MA",22-09-2024 19:30,22-09-2024 19:55,25,Small,Vegan,2,4,High,Wallet,TRUE,TRUE,0.5,September,Online,9.6,15.4,FALSE,3,19
ORD286,Little Caesars,"Dallas, TX",23-09-2024 18:00,23-09-2024 18:20,20,Medium,Non-Veg,3,3,Medium,Card,TRUE,FALSE,1,September,Online,7.2,12.8,FALSE,2,18
ORD287,Marco's Pizza,"Seattle, WA",24-09-2024 13:15,24-09-2024 13:45,30,Medium,Non-Veg,3,6,High,UPI,FALSE,FALSE,0.5,September,Online,14.4,15.6,FALSE,3,13
ORD288,Domino's,"New York, NY",25-09-2024 18:30,25-09-2024 19:00,30,Large,Veg,4,5.5,High,Domino's Cash,TRUE,FALSE,0.727272727,September,Offline,13.2,16.8,FALSE,3,18
ORD289,Pizza Hut,"Los Angeles, CA",26-09-2024 19:45,26-09-2024 20:10,25,XL,Cheese Burst,5,4.5,Low,Cash,TRUE,FALSE,1.111111111,September,Offline,10.8,14.2,FALSE,1,19
ORD290,Papa John's,"Chicago, IL",27-09-2024 20:15,27-09-2024 20:40,25,Medium,Non-Veg,4,3.5,Medium,Card,TRUE,FALSE,1.142857143,September,Online,8.4,16.6,FALSE,2,20
ORD291,Little Caesars,"Houston, TX",28-09-2024 18:30,28-09-2024 18:50,20,Small,Vegan,2,2,Low,Wallet,TRUE,TRUE,1,September,Online,4.8,15.2,FALSE,1,18
ORD292,Marco's Pizza,"Phoenix, AZ",29-09-2024 13:00,29-09-2024 13:20,20,Medium,Non-Veg,3,3,Low,UPI,FALSE,TRUE,1,September,Online,7.2,12.8,FALSE,1,13
ORD293,Domino's,"Miami, FL",30-09-2024 18:30,30-09-2024 18:55,25,Large,Veg,4,5,High,Domino's Cash,TRUE,FALSE,0.8,September,Offline,12,13,FALSE,3,18
ORD294,Pizza Hut,"Denver, CO",01-10-2024 19:45,01-10-2024 20:10,25,XL,Cheese Burst,5,4,High,Card,TRUE,FALSE,1.25,October,Online,9.6,15.4,FALSE,3,19
ORD295,Papa John's,"Boston, MA",02-10-2024 20:15,02-10-2024 20:40,25,Small,Vegan,2,2.5,Medium,Wallet,TRUE,FALSE,0.8,October,Online,6,19,FALSE,2,20
ORD296,Little Caesars,"Dallas, TX",03-10-2024 18:30,03-10-2024 18:50,20,Medium,Non-Veg,3,3.5,Low,UPI,TRUE,FALSE,0.857142857,October,Online,8.4,11.6,FALSE,1,18
ORD297,Marco's Pizza,"Seattle, WA",04-10-2024 13:00,04-10-2024 13:20,20,Medium,Non-Veg,3,3.5,Low,Card,FALSE,FALSE,0.857142857,October,Online,8.4,11.6,FALSE,1,13
ORD298,Domino's,"New York, NY",05-10-2024 18:30,05-10-2024 18:55,25,Large,Veg,4,5,High,Domino's Cash,TRUE,TRUE,0.8,October,Offline,12,13,FALSE,3,18
ORD299,Pizza Hut,"Los Angeles, CA",06-10-2024 19:45,06-10-2024 20:10,25,XL,Cheese Burst,5,4.5,Low,Cash,TRUE,TRUE,1.111111111,October,Offline,10.8,14.2,FALSE,1,19
ORD300,Papa John's,"Chicago, IL",07-10-2024 20:15,07-10-2024 20:40,25,Medium,Non-Veg,4,3.5,Medium,Card,TRUE,FALSE,1.142857143,October,Online,8.4,16.6,FALSE,2,20
ORD301,Little Caesars,"Houston, TX",08-10-2024 18:30,08-10-2024 18:50,20,Small,Vegan,2,2,Low,Wallet,TRUE,FALSE,1,October,Online,4.8,15.2,FALSE,1,18
ORD302,Marco's Pizza,"Phoenix, AZ",09-10-2024 13:00,09-10-2024 13:20,20,Medium,Non-Veg,3,3,Low,UPI,FALSE,FALSE,1,October,Online,7.2,12.8,FALSE,1,13
ORD303,Domino's,"Miami, FL",10-10-2024 18:30,10-10-2024 18:55,25,Large,Veg,4,5,High,Domino's Cash,TRUE,FALSE,0.8,October,Offline,12,13,FALSE,3,18
ORD304,Pizza Hut,"Denver, CO",11-10-2024 19:45,11-10-2024 20:10,25,XL,Cheese Burst,5,4.5,Low,Card,TRUE,FALSE,1.111111111,October,Online,10.8,14.2,FALSE,1,19
ORD305,Papa John's,"Boston, MA",12-10-2024 20:15,12-10-2024 20:40,25,Small,Vegan,2,2.5,Medium,Wallet,TRUE,TRUE,0.8,October,Online,6,19,FALSE,2,20
ORD306,Little Caesars,"Dallas, TX",13-10-2024 18:30,13-10-2024 18:50,20,Medium,Non-Veg,3,3.5,Low,UPI,TRUE,TRUE,0.857142857,October,Online,8.4,11.6,FALSE,1,18
ORD307,Domino's,"New York, NY",26-08-2024 18:00,26-08-2024 18:20,20,Medium,Veg,2,3,Low,Card,TRUE,FALSE,0.666666667,August,Online,7.2,12.8,FALSE,1,18
ORD308,Papa John's,"Chicago, IL",27-08-2024 19:15,27-08-2024 19:45,30,Large,Non-Veg,4,6,Medium,UPI,TRUE,FALSE,0.666666667,August,Online,14.4,15.6,FALSE,2,19
ORD309,Pizza Hut,"Los Angeles, CA",28-08-2024 20:30,28-08-2024 21:10,40,XL,Cheese Burst,5,8,High,Hut Points,TRUE,FALSE,0.625,August,Offline,19.2,20.8,TRUE,3,20
ORD310,Little Caesars,"Houston, TX",29-08-2024 18:45,29-08-2024 19:05,20,Small,Vegan,1,2.5,Low,Cash,TRUE,FALSE,0.4,August,Offline,6,14,FALSE,1,18
ORD311,Marco's Pizza,"Phoenix, AZ",30-08-2024 19:00,30-08-2024 19:50,50,Large,Non-Veg,4,10,High,Card,TRUE,FALSE,0.4,August,Online,24,26,TRUE,3,19
ORD312,Domino's,"Miami, FL",31-08-2024 20:00,31-08-2024 20:35,35,Medium,Veg,3,5.5,Medium,Wallet,TRUE,TRUE,0.545454545,August,Online,13.2,21.8,TRUE,2,20
ORD313,Papa John's,"Denver, CO",01-09-2024 18:30,01-09-2024 18:50,20,Small,Vegan,2,2,Low,UPI,TRUE,TRUE,1,September,Online,4.8,15.2,FALSE,1,18
ORD314,Pizza Hut,"Boston, MA",02-09-2024 19:45,02-09-2024 20:25,40,XL,Cheese Burst,5,7.5,High,Hut Points,TRUE,FALSE,0.666666667,September,Offline,18,22,TRUE,3,19
ORD315,Little Caesars,"Dallas, TX",03-09-2024 18:00,03-09-2024 18:30,30,Medium,Non-Veg,3,4,Medium,Cash,TRUE,FALSE,0.75,September,Offline,9.6,20.4,FALSE,2,18
ORD316,Marco's Pizza,"Seattle, WA",04-09-2024 20:15,04-09-2024 21:00,45,Large,Veg,4,9,High,Wallet,TRUE,FALSE,0.444444444,September,Online,21.6,23.4,TRUE,3,20
ORD317,Domino's,"San Jose, CA",05-09-2024 18:00,05-09-2024 18:20,20,Medium,Veg,2,3,Low,Card,TRUE,FALSE,0.666666667,September,Online,7.2,12.8,FALSE,1,18
ORD318,Papa John's,"Austin, TX",06-09-2024 19:15,06-09-2024 19:45,30,Large,Non-Veg,4,6,Medium,Cash,TRUE,FALSE,0.666666667,September,Offline,14.4,15.6,FALSE,2,19
ORD319,Pizza Hut,"San Diego, CA",07-09-2024 20:30,07-09-2024 21:10,40,XL,Cheese Burst,5,8,High,Hut Points,TRUE,TRUE,0.625,September,Offline,19.2,20.8,TRUE,3,20
ORD320,Little Caesars,"Jacksonville, FL",08-09-2024 18:45,08-09-2024 19:05,20,Small,Vegan,1,2.5,Low,Wallet,TRUE,TRUE,0.4,September,Online,6,14,FALSE,1,18
ORD321,Marco's Pizza,"Fort Worth, TX",09-09-2024 19:00,09-09-2024 19:50,50,Large,Non-Veg,4,10,High,Card,TRUE,FALSE,0.4,September,Online,24,26,TRUE,3,19
ORD322,Domino's,"Columbus, OH",10-09-2024 20:00,10-09-2024 20:35,35,Medium,Veg,3,5.5,Medium,Wallet,TRUE,FALSE,0.545454545,September,Online,13.2,21.8,TRUE,2,20
ORD323,Papa John's,"Charlotte, NC",11-09-2024 18:30,11-09-2024 18:50,20,Small,Vegan,2,2,Low,UPI,TRUE,FALSE,1,September,Online,4.8,15.2,FALSE,1,18
ORD324,Pizza Hut,"Indianapolis, IN",12-09-2024 19:45,12-09-2024 20:25,40,XL,Cheese Burst,5,7.5,High,Hut Points,TRUE,FALSE,0.666666667,September,Offline,18,22,TRUE,3,19
ORD325,Little Caesars,"San Francisco, CA",13-09-2024 18:00,13-09-2024 18:30,30,Medium,Non-Veg,3,4,Medium,Cash,TRUE,FALSE,0.75,September,Offline,9.6,20.4,FALSE,2,18
ORD326,Marco's Pizza,"Charlotte, NC",14-09-2024 20:15,14-09-2024 21:00,45,Large,Veg,4,9,High,Wallet,TRUE,TRUE,0.444444444,September,Online,21.6,23.4,TRUE,3,20
ORD327,Domino's,"Detroit, MI",15-09-2024 18:00,15-09-2024 18:20,20,Medium,Veg,2,3,Low,Card,TRUE,TRUE,0.666666667,September,Online,7.2,12.8,FALSE,1,18
ORD328,Papa John's,"El Paso, TX",16-09-2024 19:15,16-09-2024 19:45,30,Large,Non-Veg,4,6,Medium,Cash,TRUE,FALSE,0.666666667,September,Offline,14.4,15.6,FALSE,2,19
ORD329,Pizza Hut,"Memphis, TN",17-09-2024 20:30,17-09-2024 21:10,40,XL,Cheese Burst,5,8,High,Hut Points,TRUE,FALSE,0.625,September,Offline,19.2,20.8,TRUE,3,20
ORD330,Little Caesars,"Baltimore, MD",18-09-2024 18:45,18-09-2024 19:05,20,Small,Vegan,1,2.5,Low,Wallet,TRUE,FALSE,0.4,September,Online,6,14,FALSE,1,18
ORD331,Marco's Pizza,"Boston, MA",19-09-2024 19:00,19-09-2024 19:50,50,Large,Non-Veg,4,10,High,Card,TRUE,FALSE,0.4,September,Online,24,26,TRUE,3,19
ORD332,Domino's,"New York, NY",20-09-2024 18:00,20-09-2024 18:20,20,Medium,Veg,2,3,Low,Domino's Cash,TRUE,FALSE,0.666666667,September,Offline,7.2,12.8,FALSE,1,18
ORD333,Papa John's,"Chicago, IL",21-09-2024 19:15,21-09-2024 19:45,30,Large,Non-Veg,4,6,Medium,UPI,TRUE,TRUE,0.666666667,September,Online,14.4,15.6,FALSE,2,19
ORD334,Pizza Hut,"Los Angeles, CA",22-09-2024 20:30,22-09-2024 21:10,40,XL,Cheese Burst,5,8,High,Hut Points,TRUE,TRUE,0.625,September,Offline,19.2,20.8,TRUE,3,20
ORD335,Little Caesars,"Houston, TX",23-09-2024 18:45,23-09-2024 19:05,20,Small,Vegan,1,2.5,Low,Cash,TRUE,FALSE,0.4,September,Offline,6,14,FALSE,1,18
ORD336,Marco's Pizza,"Phoenix, AZ",24-09-2024 19:00,24-09-2024 19:50,50,Large,Non-Veg,4,10,High,Card,TRUE,FALSE,0.4,September,Online,24,26,TRUE,3,19
ORD337,Domino's,"Miami, FL",25-09-2024 20:00,25-09-2024 20:20,20,Medium,Veg,2,3,Low,Card,TRUE,FALSE,0.666666667,September,Online,7.2,12.8,FALSE,1,20
ORD338,Papa John's,"Chicago, IL",26-09-2024 19:15,26-09-2024 19:45,30,Large,Non-Veg,4,6,Medium,UPI,TRUE,FALSE,0.666666667,September,Online,14.4,15.6,FALSE,2,19
ORD339,Pizza Hut,"Los Angeles, CA",27-09-2024 20:30,27-09-2024 21:10,40,XL,Cheese Burst,5,8,High,Hut Points,TRUE,FALSE,0.625,September,Offline,19.2,20.8,TRUE,3,20
ORD340,Little Caesars,"Houston, TX",28-09-2024 18:45,28-09-2024 19:05,20,Small,Vegan,1,2.5,Low,Cash,TRUE,TRUE,0.4,September,Offline,6,14,FALSE,1,18
ORD341,Marco's Pizza,"Phoenix, AZ",29-09-2024 19:00,29-09-2024 19:50,50,Large,Non-Veg,4,10,High,Card,TRUE,TRUE,0.4,September,Online,24,26,TRUE,3,19
ORD342,Domino's,"Miami, FL",30-09-2024 20:00,30-09-2024 20:35,35,Medium,Veg,3,5.5,Medium,Wallet,TRUE,FALSE,0.545454545,September,Online,13.2,21.8,TRUE,2,20
ORD343,Papa John's,"Denver, CO",01-10-2024 18:30,01-10-2024 18:50,20,Small,Vegan,2,2,Low,UPI,TRUE,FALSE,1,October,Online,4.8,15.2,FALSE,1,18
ORD344,Pizza Hut,"Boston, MA",02-10-2024 19:45,02-10-2024 20:25,40,XL,Cheese Burst,5,7.5,High,Hut Points,TRUE,FALSE,0.666666667,October,Offline,18,22,TRUE,3,19
ORD345,Little Caesars,"Dallas, TX",03-10-2024 18:00,03-10-2024 18:30,30,Medium,Non-Veg,3,4,Medium,Cash,TRUE,FALSE,0.75,October,Offline,9.6,20.4,FALSE,2,18
ORD346,Marco's Pizza,"Seattle, WA",04-10-2024 20:15,04-10-2024 21:00,45,Large,Veg,4,9,High,Wallet,TRUE,FALSE,0.444444444,October,Online,21.6,23.4,TRUE,3,20
ORD347,Domino's,"San Jose, CA",05-10-2024 18:00,05-10-2024 18:20,20,Medium,Veg,2,3,Low,Card,TRUE,TRUE,0.666666667,October,Online,7.2,12.8,FALSE,1,18
ORD348,Papa John's,"Austin, TX",06-10-2024 19:15,06-10-2024 19:45,30,Large,Non-Veg,4,6,Medium,Cash,TRUE,TRUE,0.666666667,October,Offline,14.4,15.6,FALSE,2,19
ORD349,Pizza Hut,"San Diego, CA",07-10-2024 20:30,07-10-2024 21:10,40,XL,Cheese Burst,5,8,High,Hut Points,TRUE,FALSE,0.625,October,Offline,19.2,20.8,TRUE,3,20
ORD350,Little Caesars,"Jacksonville, FL",08-10-2024 18:45,08-10-2024 19:05,20,Small,Vegan,1,2.5,Low,Wallet,TRUE,FALSE,0.4,October,Online,6,14,FALSE,1,18
ORD351,Marco's Pizza,"Fort Worth, TX",09-10-2024 19:00,09-10-2024 19:50,50,Large,Non-Veg,4,10,High,Card,TRUE,FALSE,0.4,October,Online,24,26,TRUE,3,19
ORD352,Domino's,"Columbus, OH",10-10-2024 20:00,10-10-2024 20:35,35,Medium,Veg,3,5.5,Medium,Wallet,TRUE,FALSE,0.545454545,October,Online,13.2,21.8,TRUE,2,20
ORD353,Papa John's,"Charlotte, NC",11-10-2024 18:30,11-10-2024 18:50,20,Small,Vegan,2,2,Low,UPI,TRUE,FALSE,1,October,Online,4.8,15.2,FALSE,1,18
ORD354,Pizza Hut,"Indianapolis, IN",12-10-2024 19:45,12-10-2024 20:25,40,XL,Cheese Burst,5,7.5,High,Hut Points,TRUE,TRUE,0.666666667,October,Offline,18,22,TRUE,3,19
ORD355,Little Caesars,"San Francisco, CA",13-10-2024 18:00,13-10-2024 18:30,30,Medium,Non-Veg,3,4,Medium,Cash,TRUE,TRUE,0.75,October,Offline,9.6,20.4,FALSE,2,18
ORD356,Marco's Pizza,"Charlotte, NC",14-10-2024 20:15,14-10-2024 21:00,45,Large,Veg,4,9,High,Wallet,TRUE,FALSE,0.444444444,October,Online,21.6,23.4,TRUE,3,20
ORD357,Domino's,"Detroit, MI",15-10-2024 18:00,15-10-2024 18:20,20,Medium,Veg,2,3,Low,Card,TRUE,FALSE,0.666666667,October,Online,7.2,12.8,FALSE,1,18
ORD358,Papa John's,"El Paso, TX",16-10-2024 19:15,16-10-2024 19:45,30,Large,Non-Veg,4,6,Medium,Wallet,TRUE,FALSE,0.666666667,October,Online,14.4,15.6,FALSE,2,19
ORD359,Pizza Hut,"Memphis, TN",17-10-2024 20:30,17-10-2024 21:10,40,XL,Cheese Burst,5,8,High,Hut Points,TRUE,FALSE,0.625,October,Offline,19.2,20.8,TRUE,3,20
ORD360,Little Caesars,"Baltimore, MD",18-10-2024 18:45,18-10-2024 19:05,20,Small,Vegan,1,2.5,Low,Cash,TRUE,FALSE,0.4,October,Offline,6,14,FALSE,1,18
ORD361,Marco's Pizza,"Boston, MA",19-10-2024 19:00,19-10-2024 19:50,50,Large,Non-Veg,4,10,High,Card,TRUE,TRUE,0.4,October,Online,24,26,TRUE,3,19
ORD362,Domino's,"New York, NY",20-10-2024 18:00,20-10-2024 18:20,20,Medium,Veg,2,3,Low,Domino's Cash,TRUE,TRUE,0.666666667,October,Offline,7.2,12.8,FALSE,1,18
ORD363,Domino's,"Miami, FL",21-10-2024 20:00,21-10-2024 20:20,20,Medium,Veg,2,3,Low,Card,TRUE,FALSE,0.666666667,October,Online,7.2,12.8,FALSE,1,20
ORD364,Papa John's,"Chicago, IL",22-10-2024 19:15,22-10-2024 19:45,30,Large,Non-Veg,4,6,Medium,UPI,TRUE,FALSE,0.666666667,October,Online,14.4,15.6,FALSE,2,19
ORD365,Pizza Hut,"Los Angeles, CA",23-10-2024 20:30,23-10-2024 21:10,40,XL,Cheese Burst,5,8,High,Hut Points,TRUE,FALSE,0.625,October,Offline,19.2,20.8,TRUE,3,20
ORD366,Little Caesars,"Houston, TX",24-10-2024 18:45,24-10-2024 19:05,20,Small,Vegan,1,2.5,Low,Cash,TRUE,FALSE,0.4,October,Offline,6,14,FALSE,1,18
ORD367,Marco's Pizza,"Phoenix, AZ",25-10-2024 19:00,25-10-2024 19:50,50,Large,Non-Veg,4,10,High,Card,TRUE,FALSE,0.4,October,Online,24,26,TRUE,3,19
ORD368,Domino's,"Miami, FL",26-10-2024 20:00,26-10-2024 20:35,35,Medium,Veg,3,5.5,Medium,Wallet,TRUE,TRUE,0.545454545,October,Online,13.2,21.8,TRUE,2,20
ORD369,Papa John's,"Denver, CO",27-10-2024 18:30,27-10-2024 18:50,20,Small,Vegan,2,2,Low,UPI,TRUE,TRUE,1,October,Online,4.8,15.2,FALSE,1,18
ORD370,Pizza Hut,"Boston, MA",28-10-2024 19:45,28-10-2024 20:25,40,XL,Cheese Burst,5,7.5,High,Hut Points,TRUE,FALSE,0.666666667,October,Offline,18,22,TRUE,3,19
ORD371,Little Caesars,"Dallas, TX",29-10-2024 18:00,29-10-2024 18:30,30,Medium,Non-Veg,3,4,Medium,Card,TRUE,FALSE,0.75,October,Online,9.6,20.4,FALSE,2,18
ORD372,Marco's Pizza,"Seattle, WA",30-10-2024 20:15,30-10-2024 21:00,45,Large,Veg,4,9,High,Wallet,TRUE,FALSE,0.444444444,October,Online,21.6,23.4,TRUE,3,20
ORD373,Domino's,"San Jose, CA",31-10-2024 18:00,31-10-2024 18:20,20,Medium,Veg,2,3,Low,Card,TRUE,FALSE,0.666666667,October,Online,7.2,12.8,FALSE,1,18
ORD374,Papa John's,"Austin, TX",01-11-2024 19:15,01-11-2024 19:45,30,Large,Non-Veg,4,6,Medium,Cash,TRUE,FALSE,0.666666667,November,Offline,14.4,15.6,FALSE,2,19
ORD375,Pizza Hut,"San Diego, CA",02-11-2024 20:30,02-11-2024 21:10,40,XL,Cheese Burst,5,8,High,Hut Points,TRUE,TRUE,0.625,November,Offline,19.2,20.8,TRUE,3,20
ORD376,Little Caesars,"Jacksonville, FL",03-11-2024 18:45,03-11-2024 19:05,20,Small,Vegan,1,2.5,Low,Wallet,TRUE,TRUE,0.4,November,Online,6,14,FALSE,1,18
ORD377,Marco's Pizza,"Fort Worth, TX",04-11-2024 19:00,04-11-2024 19:50,50,Large,Non-Veg,4,10,High,Card,TRUE,FALSE,0.4,November,Online,24,26,TRUE,3,19
ORD378,Domino's,"Columbus, OH",05-11-2024 20:00,05-11-2024 20:35,35,Medium,Veg,3,5.5,Medium,Wallet,TRUE,FALSE,0.545454545,November,Online,13.2,21.8,TRUE,2,20
ORD379,Papa John's,"Charlotte, NC",06-11-2024 18:30,06-11-2024 18:50,20,Small,Vegan,2,2,Low,UPI,TRUE,FALSE,1,November,Online,4.8,15.2,FALSE,1,18
ORD380,Pizza Hut,"Indianapolis, IN",07-11-2024 19:45,07-11-2024 20:25,40,XL,Cheese Burst,5,7.5,High,Hut Points,TRUE,FALSE,0.666666667,November,Offline,18,22,TRUE,3,19
ORD381,Little Caesars,"San Francisco, CA",08-11-2024 18:00,08-11-2024 18:30,30,Medium,Non-Veg,3,4,Medium,UPI,TRUE,FALSE,0.75,November,Online,9.6,20.4,FALSE,2,18
ORD382,Marco's Pizza,"Charlotte, NC",09-11-2024 20:15,09-11-2024 21:00,45,Large,Veg,4,9,High,Cash,TRUE,TRUE,0.444444444,November,Offline,21.6,23.4,TRUE,3,20
ORD383,Domino's,"Detroit, MI",10-11-2024 18:00,10-11-2024 18:20,20,Medium,Veg,2,3,Low,Card,TRUE,TRUE,0.666666667,November,Online,7.2,12.8,FALSE,1,18
ORD384,Papa John's,"El Paso, TX",11-11-2024 19:15,11-11-2024 19:45,30,Large,Non-Veg,4,6,Medium,Wallet,TRUE,FALSE,0.666666667,November,Online,14.4,15.6,FALSE,2,19
ORD385,Pizza Hut,"Memphis, TN",12-11-2024 20:30,12-11-2024 21:10,40,XL,Cheese Burst,5,8,High,Hut Points,TRUE,FALSE,0.625,November,Offline,19.2,20.8,TRUE,3,20
ORD386,Little Caesars,"Baltimore, MD",13-11-2024 18:45,13-11-2024 19:05,20,Small,Vegan,1,2.5,Low,Cash,TRUE,FALSE,0.4,November,Offline,6,14,FALSE,1,18
ORD387,Marco's Pizza,"Boston, MA",14-11-2024 19:00,14-11-2024 19:50,50,Large,Non-Veg,4,10,High,Card,TRUE,FALSE,0.4,November,Online,24,26,TRUE,3,19
ORD388,Domino's,"New York, NY",15-11-2024 18:00,15-11-2024 18:20,20,Medium,Veg,2,3,Low,Domino's Cash,TRUE,FALSE,0.666666667,November,Offline,7.2,12.8,FALSE,1,18
ORD389,Domino's,"Miami, FL",16-11-2024 20:00,16-11-2024 20:20,20,Medium,Veg,2,3,Low,Card,TRUE,TRUE,0.666666667,November,Online,7.2,12.8,FALSE,1,20
ORD390,Papa John's,"Chicago, IL",17-11-2024 19:15,17-11-2024 19:45,30,Large,Non-Veg,4,6,Medium,UPI,TRUE,TRUE,0.666666667,November,Online,14.4,15.6,FALSE,2,19
ORD391,Pizza Hut,"Los Angeles, CA",18-11-2024 20:30,18-11-2024 21:10,40,XL,Cheese Burst,5,8,High,Hut Points,TRUE,FALSE,0.625,November,Offline,19.2,20.8,TRUE,3,20
ORD392,Little Caesars,"Houston, TX",19-11-2024 18:45,19-11-2024 19:05,20,Small,Vegan,1,2.5,Low,Cash,TRUE,FALSE,0.4,November,Offline,6,14,FALSE,1,18
ORD393,Marco's Pizza,"Phoenix, AZ",20-11-2024 19:00,20-11-2024 19:50,50,Large,Non-Veg,4,10,High,Card,TRUE,FALSE,0.4,November,Online,24,26,TRUE,3,19
ORD394,Domino's,"Miami, FL",21-11-2024 20:00,21-11-2024 20:35,35,Medium,Gluten-Free,3,5.5,Medium,Wallet,TRUE,FALSE,0.545454545,November,Online,13.2,21.8,TRUE,2,20
ORD395,Papa John's,"Denver, CO",22-11-2024 18:30,22-11-2024 18:50,20,Small,Vegan,2,2,Low,UPI,TRUE,FALSE,1,November,Online,4.8,15.2,FALSE,1,18
ORD396,Pizza Hut,"Boston, MA",23-11-2024 19:45,23-11-2024 20:25,40,XL,Stuffed Crust,5,7.5,High,Hut Points,TRUE,TRUE,0.666666667,November,Offline,18,22,TRUE,3,19
ORD397,Little Caesars,"Dallas, TX",24-11-2024 18:00,24-11-2024 18:30,30,Medium,Non-Veg,3,4,Medium,Card,TRUE,TRUE,0.75,November,Online,9.6,20.4,FALSE,2,18
ORD398,Marco's Pizza,"Seattle, WA",25-11-2024 20:15,25-11-2024 21:00,45,Large,Veg,4,9,High,Wallet,TRUE,FALSE,0.444444444,November,Online,21.6,23.4,TRUE,3,20
ORD399,Domino's,"San Jose, CA",26-11-2024 18:00,26-11-2024 18:20,20,Medium,Veg,2,3,Low,Card,TRUE,FALSE,0.666666667,November,Online,7.2,12.8,FALSE,1,18
ORD400,Papa John's,"Austin, TX",27-11-2024 19:15,27-11-2024 19:45,30,Large,Non-Veg,4,6,Medium,Cash,TRUE,FALSE,0.666666667,November,Offline,14.4,15.6,FALSE,2,19
ORD401,Pizza Hut,"San Diego, CA",28-11-2024 20:30,28-11-2024 21:10,40,XL,Cheese Burst,5,8,High,Hut Points,TRUE,FALSE,0.625,November,Offline,19.2,20.8,TRUE,3,20
ORD402,Little Caesars,"Jacksonville, FL",29-11-2024 18:45,29-11-2024 19:05,20,Small,Vegan,1,2.5,Low,Wallet,TRUE,FALSE,0.4,November,Online,6,14,FALSE,1,18
ORD403,Marco's Pizza,"Fort Worth, TX",30-11-2024 19:00,30-11-2024 19:50,50,Large,Non-Veg,4,10,High,Card,TRUE,TRUE,0.4,November,Online,24,26,TRUE,3,19
ORD404,Domino's,"Columbus, OH",01-12-2024 20:00,01-12-2024 20:35,35,Medium,Veg,3,5.5,Medium,Wallet,TRUE,TRUE,0.545454545,December,Online,13.2,21.8,TRUE,2,20
ORD405,Papa John's,"Charlotte, NC",02-12-2024 18:30,02-12-2024 18:50,20,Small,Vegan,2,2,Low,UPI,TRUE,FALSE,1,December,Online,4.8,15.2,FALSE,1,18
